Common_name,Scientific_name,Set,Color,Power_text,Flavor_text,Predator,Flocking,Bonus_card,Victory_points,Nest_type,Egg_limit,Wingspan,Forest,Grassland,Wetland,Invertebrate,Seed,Fish,Fruit,Rodent,Nectar,Wild_food,food_cost_flexible,food_cost_paid_by_cards,Total_food_cost,Swift_Start,North_America,Central_America,South_America,Europe,Asia,Africa,Oceania,Anatomist,Cartographer,Historian,Photographer,Backyard_Birder,Bird_Bander,Bird_Counter,Bird_Feeder,Diet_Specialist,Enclosure_Builder,Endangered_Species_Protector,Falconer,Fishery_Manager,Food_Web_Expert,Forester,Large_Bird_Specialist,Nest_Box_Builder,Omnivore_Expert,Passerine_Specialist,Platform_Builder,Prairie_Manager,Rodentologist,Small_Clutch_Specialist,Viticulturalist,Wetland_Scientist,Wildlife_Gardener
Greylag Goose,Anser anser,european,teal,"This bird counts double toward the end-of-round goal, if it qualifies for the goal.","The greylag goose was once linked to divine figures such as Ra, Aphrodite, and Ishtar.",FALSE,FALSE,FALSE,7,ground,2,164,FALSE,FALSE,TRUE,0,3,0,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Griffon Vulture,Gyps fulvus,european,teal,Choose any 1 player (including yourself). Cache 1 [rodent] from the supply on this bird for each [predator] that player has.,These birds' bald heads help them thermoregulate.,FALSE,FALSE,FALSE,1,platform,1,252,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Hawfinch,Coccothraustes coccothraustes,european,brown,"Reset the birdfeeder. If you do, gain 1 [seed] from the birdfeeder after resetting.",These birds can be difficult to see because they favor high branches.,FALSE,FALSE,FALSE,4,bowl,2,30,TRUE,FALSE,FALSE,0,2,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Hermit Thrush,Catharus guttatus,core,brown,Player(s) with the fewest birds in their [forest] gain 1 [die] from birdfeeder.,Hermit thrushes tend to nest on the ground in the western US and in trees in the East.,FALSE,FALSE,FALSE,7,wild,2,30,TRUE,FALSE,FALSE,1,0,0,2,0,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Himalayan Monal,Lophophorus impejanus,asia,brown,All players gain 1 [seed] from the supply. You also lay 1 [egg].,"This is the national bird of Nepal and the state bird of Uttarakhand, India.",FALSE,FALSE,FALSE,5,ground,2,33,TRUE,TRUE,FALSE,1,1,0,1,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hooded Crow,Corvus cornix,european,teal,"Choose 1 other player. For each action cube on their [grassland], tuck 1 [card] from your hand behind this bird, then draw an equal number of [card].",The hooded crow is associated with fairies in Celtic folklore.,FALSE,TRUE,FALSE,3,platform,2,99,FALSE,TRUE,TRUE,1,0,0,0,0,0,2,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Hooded Merganser,Lophodytes cucullatus,core,brown,Repeat 1 [predator] power in this habitat.,Merganser chicks jump from their cavity nest to the ground when they're just 1 day old.,FALSE,FALSE,FALSE,5,cavity,4,61,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Hooded Warbler,Setophaga citrina,core,,,This bird spends its time in the understory and nests within a meter of the ground.,FALSE,FALSE,FALSE,7,bowl,3,18,TRUE,FALSE,FALSE,2,0,0,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Horned Lark,Eremophila alpestris,core,pink,"When another player plays a bird in their [grassland], tuck 1 [card] from your hand behind this bird.","Horned larks form large nomadic flocks, mixing with birds of other species.",FALSE,TRUE,FALSE,5,ground,4,30,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Horsfield's Bronze-Cuckoo,Chrysococcyx basalis,oceania,pink,"When another player takes the ""lay eggs"" action, lay 1 [egg] on a bird with a wingspan less than 30cm.","This cuckoo mainly lays eggs in fairywren nests, but it will also parasitize other small birds.",FALSE,FALSE,FALSE,2,,0,29,TRUE,TRUE,TRUE,1,0,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Horsfield's Bushlark,Mirafra javanica,oceania,brown,"Discard 1 [seed]. If you do, lay up to 2 [egg] on this bird.","There are 90 species of larks in the world, but this is the only one native to Australia.",FALSE,FALSE,FALSE,2,ground,2,22,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
House Crow,Corvus splendens,asia,teal,You may cache 1 [wild] from your supply on each bird in this row.,These food-caching birds can pass a test indicating they recognize themselves in a mirror.,FALSE,FALSE,FALSE,3,platform,3,81,TRUE,TRUE,TRUE,0,0,0,0,0,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
House Finch,Haemorhous mexicanus,core,brown,"Tuck 1 [card] from your hand behind this bird. If you do, draw 1 [card].",These finches are rarely alone and can flock in the hundreds.,FALSE,TRUE,FALSE,3,bowl,6,25,TRUE,TRUE,TRUE,0,1,0,1,0,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
House Sparrow,Passer domesticus,european,teal,"Discard up to 5 [seed] from your supply. For each, tuck 1 [card] from the deck behind this bird.",This bird diverged genetically around the time agriculture developed.,FALSE,TRUE,FALSE,6,cavity,5,22,FALSE,TRUE,FALSE,0,1,0,1,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
House Wren,Troglodytes aedon,core,white,Play an additional bird in this bird's habitat. Pay its normal cost.,House wrens will remove the eggs of other birds and take over their nests.,FALSE,FALSE,FALSE,1,cavity,5,15,TRUE,TRUE,FALSE,1,0,0,0,0,0,0,FALSE,FALSE,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ibisbill,Ibidorhyncha struthersii,asia,white,All players draw 1 [card] from the deck and gain 1 [invertebrate] from the supply. You draw 1 additional [card] from the deck.,"The ibisbill is most closely related to the oystercatchers, avocets, and stilts -- not ibises.",FALSE,FALSE,FALSE,8,ground,2,74,FALSE,FALSE,TRUE,2,0,1,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Inca Dove,Columbina inca,core,white,Lay 1 [egg] on each of your birds with a [platform] nest.,This bird likes human settlements and is expanding its range north.,FALSE,FALSE,FALSE,2,platform,4,28,FALSE,TRUE,FALSE,0,2,0,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Indian Peafowl,Pavo cristatus,asia,white,All players draw 2 [card] from the deck. You draw 1 additional [card].,This bird was designated the national bird of India in 1963.,FALSE,FALSE,FALSE,7,ground,3,145,TRUE,TRUE,TRUE,1,1,0,0,0,0,1,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Indian Vulture,Gyps indicus,asia,yellow,"Copy one bonus card of the player on your right, as if it were your own (score it based on your own birds).",India banned use of diclofenac in cattle in 2008 after it caused the death of millions of vultures.,FALSE,FALSE,TRUE,0,platform,1,227,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Indigo Bunting,Passerina cyanea,core,brown,"Gain 1 [invertebrate] or [fruit] from the birdfeeder, if available.",Indigo buntings are almost always found on forest edges.,FALSE,FALSE,FALSE,5,bowl,3,20,TRUE,TRUE,FALSE,1,1,0,1,0,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Juniper Titmouse,Baeolophus ridgwayi,core,brown,Cache 1 [seed] from the supply on this bird.,These little birds make it through winter by storing seeds.,FALSE,FALSE,FALSE,4,cavity,3,23,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kākāpо̄,Strigops habroptila,oceania,yellow,"Draw 4 bonus cards, keep 1, and discard the other 3.","This flightless, nocturnal parrot is endangered; it only reproduces every 3 years or so.",FALSE,FALSE,TRUE,4,ground,2,*,TRUE,FALSE,FALSE,0,1,0,1,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Kea,Nestor notabilis,oceania,white,Draw 1 bonus card. You may discard any number of [wild] to draw that many additional bonus cards. Keep 1 of the cards you drew and discard the rest.,These endangered parrots have been observed making and using tools.,FALSE,FALSE,TRUE,5,ground,2,90,TRUE,TRUE,FALSE,0,0,0,1,0,1,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Kelp Gull,Larus dominicanus,oceania,brown,Discard any number of [wild] to draw that many [card].,"This southern gull’s Latin name refers to Dominican monks, who wear black and white robes.",FALSE,FALSE,FALSE,6,ground,2,135,FALSE,FALSE,TRUE,0,0,1,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Kererū,Hemiphaga novaeseelandiae,oceania,brown,"If the player to your left has a [nectar] in their personal supply, gain 1 [nectar] from the general supply.",This large fruit-eating pigeon also eats flowers and leaves.,FALSE,FALSE,FALSE,3,platform,2,75,TRUE,FALSE,FALSE,0,0,0,1,0,1,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Killdeer,Charadrius vociferus,core,brown,Discard 1 [egg] to draw 2 [card].,Killdeers will fake a broken wing to lure predators from their nests.,FALSE,FALSE,FALSE,1,ground,3,46,FALSE,TRUE,TRUE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
King Rail,Rallus elegans,core,white,Draw 2 new bonus cards and keep 1.,"King rails declined 90% from 1966 to 2015, due to habitat loss and pesticide runoff.",FALSE,FALSE,TRUE,4,platform,6,51,FALSE,FALSE,TRUE,1,0,1,0,0,0,1,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Korimako,Anthornis melanura,oceania,brown,Discard any number of [rodent] to gain that many [nectar] from the supply.,"Also known as bellbirds, these are one of many species that benefit from control of invasive rats.",FALSE,FALSE,FALSE,4,bowl,3,22,TRUE,FALSE,FALSE,1,0,0,1,0,1,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Large-Billed Crow,Corvus macrorhynchos,asia,brown,"Cache 1 [wild] from your supply on any bird. If you do, you may tuck 1 [card] from your hand behind this bird.","These gregarious crows will take advantage of almost any food source, living or dead.",FALSE,TRUE,FALSE,6,platform,2,115,TRUE,TRUE,TRUE,0,1,0,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Laughing Kookaburra,Dacelo novaeguineae,oceania,brown,"Reset the birdfeeder. If you do, gain 1 [invertebrate], [fish], or [rodent], if there is one.","The name for this large kingfisher comes from ""guuguubarra"" in Wiradjuri, an Aboriginal language.",TRUE,FALSE,FALSE,1,cavity,3,60,TRUE,TRUE,TRUE,1,0,1,0,1,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Lazuli Bunting,Passerina amoena,core,brown,All players lay 1 [egg] on any 1 [bowl] bird. You may lay 1 [egg] on 1 additional [bowl] bird.,"The Latin name amoena means ""beautiful"" or ""charming"".",FALSE,FALSE,FALSE,4,bowl,4,23,FALSE,TRUE,FALSE,1,1,0,1,0,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
Lesser Frigatebird,Fregata ariel,oceania,brown,All players may discard 1 [egg] from a [wetland] bird. Each player that discards an [egg] gains 1 [wild] from the supply.,"Frigatebirds love to eat fish and squid, but they also eat seabird eggs.",FALSE,FALSE,FALSE,9,platform,1,175,FALSE,FALSE,TRUE,1,0,2,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Lesser Whitethroat,Sylvia curruca,european,teal,Choose a habitat with no [egg]. Lay 1 [egg] on each bird in that habitat.,"The genus name Sylvia means ""woodland sprite.""",FALSE,FALSE,FALSE,0,bowl,2,18,TRUE,TRUE,FALSE,1,0,0,1,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Lewin's Honeyeater,Meliphaga lewinii,oceania,brown,Choose 1 other player. You both gain 1 [nectar] from the supply.,Artist John Lewin came to New South Wales in 1800 to record the birds and insects there.,FALSE,FALSE,FALSE,5,bowl,2,29,TRUE,FALSE,FALSE,0,0,0,1,0,1,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Lincoln's Sparrow,Melospiza lincolnii,core,brown,"If this bird is to the right of all other birds in its habitat, move it to another habitat.",Thomas Lincoln collected this sparrow in Canada with John James Audubon.,FALSE,FALSE,FALSE,3,ground,2,20,TRUE,TRUE,TRUE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Little Bustard,Tetrax tetrax,european,white,Draw 1 new bonus card. Then gain 1 [card] or lay 1 [egg] on any bird.,Males have extensive mating displays involving foot stamping and aerial leaps.,FALSE,FALSE,TRUE,4,ground,2,110,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Little Egret,Egretta garzetta,asia,brown,Draw 1 [card] from the deck and add it to your hand. All other players draw 1 [card] from the deck and keep it if it can live in [wetland].,"This egret spread its range in the 20th century, including establishing a population in Barbados.",FALSE,FALSE,FALSE,2,platform,3,95,FALSE,FALSE,TRUE,1,0,1,0,1,0,0,TRUE,FALSE,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Little Grebe,Tachybaptus ruficollis,asia,brown,"For each bird in this column with an [egg] on it, draw 1 [card]. Keep 1 and discard the rest.","Grebes are quick divers -- their scientific name comes from takhus, ""fast,"" and bapto, ""to sink.""",FALSE,FALSE,FALSE,4,wild,5,42,FALSE,FALSE,TRUE,2,0,1,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Little Owl,Athene noctua,european,brown,Steal 1 [rodent] from another player's supply and cache it on this bird. They gain 1 [die] from the birdfeeder.,"This owl accompanied Athena, goddess of wisdom.",FALSE,FALSE,FALSE,4,cavity,2,56,TRUE,TRUE,FALSE,1,0,0,0,1,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Little Penguin,Eudyptula minor,oceania,brown,"Draw and discard 5 [card] from the deck. For each [fish] in their food costs, cache 1 [fish] from the supply on this bird.","These penguins dive to catch fish, sometimes as deep as 50 meters.",TRUE,FALSE,FALSE,7,wild,2,*,FALSE,FALSE,TRUE,0,0,3,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Little Pied Cormorant,Microcarbo melanoleucos,oceania,yellow,"Lay 1 [egg] on each of your birds with a [platform] nest, including this one.","This common diving bird is also called the little shag, or its Māori name, kawaupaka.",FALSE,FALSE,FALSE,4,platform,2,88,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Little Ringed Plover,Charadrius dubius,asia,brown,"Discard 1 [card] from your hand. If you do, lay 1 [egg] on this bird.","When they nest in hot open areas, these birds soak their feathers in water to cool off their chicks.",FALSE,FALSE,FALSE,4,ground,3,45,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
